Subcellular location ID	Name	Category	Gene Ontologies	Is a	Description	Keyword	Synonyms	Links	References	Note	Content	Is part of	Statistics
SL-0068	cis-Golgi network membrane	Cellular component	GO:0033106:cis-Golgi network membrane	SL-0134; Golgi apparatus membrane; LOCATION	The lipid bilayer surrounding any of the compartments that make up the cis-Golgi network.		CGN membrane, cis-Golgi complex membrane, cis-Golgi membrane, Golgi cis-face membrane				Golgi apparatus, cis-Golgi network membrane	SL-0067; cis-Golgi network; LOCATION	reviewed:236; annotated:16825
SL-0069	Clathrin-coated pit	Cellular component	GO:0005905:clathrin-coated pit	SL-0072; Coated pit; LOCATION	Coated pits are regions of the cell membrane specialized in receptor- mediated endocytosis. Their cytoplasmic surface is coated with a bristlelike structure made of clathrin. During the first steps of endocytosis, clathrin-coated pits are internalized to form clathrin- coated vesicles which transport proteins from organelle to organelle.						Membrane, clathrin-coated pit		reviewed:176; annotated:21265
SL-0070	Clathrin-coated vesicle	Cellular component	GO:0030136:clathrin-coated vesicle	SL-0088; Cytoplasmic vesicle; LOCATION	Clathrin coated vesicles (CCVs) mediate the vesicular transport of cargo such as proteins between organelles in the post-Golgi network connecting the trans-Golgi network, endosomes, lysosomes and the cell membrane. CCVs that bud from the cell membrane reveal a striking polyhedral pattern reminiscent of a fullerene which arises from the outermost protein in the coat, clathrin. Clathrin assembles from three-legged individual components called triskelions to form a polygonal lattice around the vesicle. Clathrin is a large heterohexameric protein complex composed of three heavy chains and three light chains. Clathrin molecules self-assemble together to make a spherical clathrin lattice structure, a polyhedron made of regular pentagons and hexagons. The clathrin lattice serves as a mechanical scaffold but is itself unable to bind directly to membrane components. The connection of the clathrin scaffold to the membrane is mediated by clathrin adaptors, which can bind directly to both the clathrin lattice and to the lipid and protein components of membranes. Clathrin-associated adaptor protein (AP) complexes are a stoichiometric coat component of CCVs alongside clathrin itself, and are considered a major clathrin adaptor contributing the CCV formation.		CCV				Cytoplasmic vesicle, clathrin-coated vesicle		reviewed:359; annotated:43238
SL-0071	Clathrin-coated vesicle membrane	Cellular component	GO:0030665:clathrin-coated vesicle membrane	SL-0089; Cytoplasmic vesicle membrane; LOCATION	The membrane surrounding a clathrin-coated vesicle (CCV). CCVs mediate the vesicular transport of cargo such as proteins between organelles in the post-Golgi network connecting the trans-Golgi network, endosomes, lysosomes and the cell membrane. CCVs that bud from the cell membrane reveal a striking polyhedral pattern reminiscent of a fullerene which arises from the outermost protein in the coat, clathrin. Clathrin assembles from three-legged individual components called triskelions to form a polygonal lattice around the vesicle. Clathrin is a large heterohexameric protein complex composed of three heavy chains and three light chains. Clathrin molecules self-assemble together to make a spherical clathrin lattice structure, a polyhedron made of regular pentagons and hexagons. The clathrin lattice serves as a mechanical scaffold but is itself unable to bind directly to membrane components. The connection of the clathrin scaffold to the membrane is mediated by clathrin adaptors, which can bind directly to both the clathrin lattice and to the lipid and protein components of membranes. Clathrin-associated adaptor protein (AP) complexes are a stoichiometric coat component of CCVs alongside clathrin itself, and are considered a major clathrin adaptor contributing the CCV formation.		Clathrin-coated vesicular membrane				Cytoplasmic vesicle, clathrin-coated vesicle membrane	SL-0070; Clathrin-coated vesicle; LOCATION	reviewed:183; annotated:18417
SL-0072	Coated pit	Cellular component			Coated pits are regions of the donor membrane where the assembly of the vesicle coat take place. The coat assembles from soluble protomers such as coat protein complex-I and coat protein complex-II. The components of the coat often define the intracellular sorting station, and contribute to both membrane deformation and local movement of the resulting transport intermediate following scission. During the first steps of the vesicle-mediated membrane transport, coated pits are internalized to form coated vesicles which transport proteins between distinct membrane-bound organelles.	KW-0168					Membrane, coated pit	SL-0147; Endomembrane system; LOCATION	reviewed:297; annotated:50660
SL-0073	Contractile vacuole	Cellular component	GO:0000331:contractile vacuole	SL-0272; Vacuole; LOCATION	A contractile vacuole (CV) complex is a membrane-bound osmoregulatory organelle of fresh water and soil amoebae and protozoa which segregates excess cytosolic water, acquired osmotically, and expel it to the cell exterior, so that the cytosolic osmolarity is kept constant under a given osmotic condition. Depending on the organism, the CV complex (CVC) shows different degrees of specialization of its tubular and vesicular elements. In the most elaborate CVCs of certain ciliates, e.g. Paramecium, a central vacuole, the contractile vacuole or cisterna, is surrounded by radially oriented ampullae or radial arms. These ampullae are connected to a network of channels. Excess cytosolic water, acquired osmotically, is segregated by the radial arms and enters the vacuole, so that the vacuole swells (the fluid- filling phase). The vacuole then rounds (the rounding phase) and the radial arms sever from the vacuole. The vacuole membrane then fuses with the plasma membrane at the pore region and the pore opens. The vacuole shrinks as its fluid is discharged through the pore (the fluid-discharging phase). The pore closes when the fluid has been discharged. The radial arms then reattach to the vacuole, so that the vacuole swells again as the fluid enters from the arms (the next fluid-filling phase).		Contracile vacuole complex, CV, CVC				Contractile vacuole		reviewed:24; annotated:37
SL-0074	Contractile vacuole membrane	Cellular component	GO:0031164:contractile vacuolar membrane	SL-0271; Vacuole membrane; LOCATION	The membrane surrounding a contractile vacuole. A contractile vacuole (CV) complex is a membrane-bound osmoregulatory organelle of fresh water and soil amoebae and protozoa which segregates excess cytosolic water, acquired osmotically, and expel it to the cell exterior, so that the cytosolic osmolarity is kept constant under a given osmotic condition.		Contractile vacuolar membrane				Contractile vacuole membrane	SL-0073; Contractile vacuole; LOCATION	reviewed:13; annotated:37
SL-0075	COPI-coated vesicle	Cellular component	GO:0030137:COPI-coated vesicle	SL-0088; Cytoplasmic vesicle; LOCATION	COPI-coated vesicles mediate the vesicular transport of cargo such as proteins. COPI-coated vesicles are believed to bud from the cis- cisternae of the Golgi apparatus, mediate traffic from the cis-Golgi back to the ER (retrograde), and govern the flow pattern of materials within the Golgi stack. COPI is composed of the coatomer, which is a seven-subunit protein complex that participates in the formation of Golgi-derived coated vesicles. Evidence has also been presented for anterograde intra-Golgi transport mediated by COPI in yeast and mammals.		Coat protein complex I				Cytoplasmic vesicle, COPI-coated vesicle		reviewed:168; annotated:39273
SL-0076	COPI-coated vesicle membrane	Cellular component	GO:0030663:COPI-coated vesicle membrane	SL-0089; Cytoplasmic vesicle membrane; LOCATION	The membrane surrounding a COPI-coated vesicle. COPI-coated vesicles mediate the vesicular transport of cargo such as proteins. COPI-coated vesicles are believed to bud from the cis-cisternae of the Golgi apparatus, mediate traffic from the cis-Golgi back to the ER (retrograde), and govern the flow pattern of materials within the Golgi stack. COPI is composed of the coatomer, which is a seven- subunit protein complex that participates in the formation of Golgi- derived coated vesicles. Evidence has also been presented for anterograde intra-Golgi transport mediated by COPI in yeast and mammals.						Cytoplasmic vesicle, COPI-coated vesicle membrane	SL-0075; COPI-coated vesicle; LOCATION	reviewed:157; annotated:39273
SL-0077	COPII-coated vesicle	Cellular component	GO:0030134:COPII-coated ER to Golgi transport vesicle	SL-0088; Cytoplasmic vesicle; LOCATION	COPII-coated vesicles mediate the vesicular transport of cargo such as proteins. COPII-coated vesicles are believed to bud from the endoplasmic reticulum be involved in the anterograde transport between the ER to Golgi and travel toward the Endoplasmic reticulum-Golgi intermediate compartment, where they fuse and release their contents (anterograde transport). The COPII coat has five main functional components that are highly conserved in all eukaryotic cells.		Coat protein complexes II, ER to Golgi transport vesicle				Cytoplasmic vesicle, COPII-coated vesicle		reviewed:293; annotated:34511
SL-0078	COPII-coated vesicle membrane	Cellular component	GO:0012507:ER to Golgi transport vesicle membrane	SL-0089; Cytoplasmic vesicle membrane; LOCATION	The membrane surrounding a COPII-coated vesicle. COPII-coated vesicles mediate the vesicular transport of cargo such as proteins. COPII- coated vesicles are believed to bud from the endoplasmic reticulum be involved in the anterograde transport between the ER to Golgi and travel toward the Endoplasmic reticulum-Golgi intermediate compartment, where they fuse and release their contents (anterograde transport). The COPII coat has five main functional components that are highly conserved in all eukaryotic cells.		Coat protein complexes II membrane, ER to Golgi transport vesicle membrane				Cytoplasmic vesicle, COPII-coated vesicle membrane	SL-0077; COPII-coated vesicle; LOCATION	reviewed:279; annotated:34338
SL-0079	Cornified envelope	Cellular component	GO:0001533:cornified envelope		The cornified envelope is a structure which is formed beneath the plasma membrane in terminally differentiating stratified squamous epithelia. It provides a vital physical barrier to these tissues in mammals and consists of a 10 nm thick layer of highly crosslinked insoluble proteins. In the specialized case of the epidermis, a 5 nm thick layer of ceramide lipids is covalently bound to the proteins. These organize extracellular lipids into orderly lamellae and, together, the cell envelope and extracellular lipids are essential for effective physical and water barrier function in the skin.						Cornified envelope		reviewed:5; annotated:0
SL-0080	Cvt vesicle	Cellular component	GO:0033107:Cvt vesicle	SL-0088; Cytoplasmic vesicle; LOCATION	A cvt vesicle is a double membrane-layered vesicle implicated in the cytoplasm to vacuole targeting pathway.						Cytoplasmic vesicle, cvt vesicle		reviewed:8; annotated:0
SL-0081	Cvt vesicle membrane	Cellular component	GO:0033110:Cvt vesicle membrane	SL-0089; Cytoplasmic vesicle membrane; LOCATION	The membrane surrounding a cvt vesicle. A cvt vesicle is a double membrane-layered vesicle implicated in the cytoplasm to vacuole targeting pathway.						Cytoplasmic vesicle, cvt vesicle membrane	SL-0080; Cvt vesicle; LOCATION	reviewed:8; annotated:0
